target,descriptor,mse_increase_when_permuted,mse_increase_std,target_r2
mean_axis_p_ratio,top_bottom_degree_asymmetry,0.0002959443879403263,0.00021457674013897714,0.9954587846914672
mean_axis_p_ratio,hessian_lambda1,0.0003580848528291823,0.00024226782562411983,0.9954587846914672
mean_axis_p_ratio,hessian_lambda2,0.0,0.0,0.9954587846914672
mean_axis_p_ratio,hessian_lambda3,0.0016484518384696396,0.0005552755499260434,0.9954587846914672
mean_axis_p_ratio,hessian_lambda4,0.005422311496002731,0.0012187195753946033,0.9954587846914672
mean_axis_p_ratio,hessian_lambda5,0.001640827047683082,0.0005094770750697005,0.9954587846914672
mean_axis_p_ratio,hessian_lambda6,0.0018997146901347955,0.0004210596158072154,0.9954587846914672
mean_axis_p_ratio,hessian_lambda7,0.0001884191632134534,0.0001546918737137199,0.9954587846914672
mean_axis_p_ratio,hessian_lambda8,0.11695891149342873,0.015249297781011667,0.9954587846914672
mean_axis_p_ratio,hessian_lambda9,0.0030518757658979678,0.0006334975794526958,0.9954587846914672
mean_axis_p_ratio,hessian_lambda10,0.24685843048273698,0.0288830957944577,0.9954587846914672
mean_axis_p_ratio,hessian_lambda11,0.08443412747375158,0.011439315825917205,0.9954587846914672
mean_axis_p_ratio,hessian_lambda12,0.2666261524770983,0.03372476263400517,0.9954587846914672
mean_axis_p_ratio,hessian_mode5_participation,0.00030382735264624814,0.0002008491345212968,0.9954587846914672
mean_axis_p_ratio,hessian_mode5_x_fraction,0.0007581138295458011,0.00030500281532477223,0.9954587846914672
mean_axis_p_ratio,hessian_mode6_participation,0.005429410575329951,0.0010532986081220256,0.9954587846914672
mean_axis_p_ratio,hessian_mode6_x_fraction,0.003734507927033036,0.0007285260211464062,0.9954587846914672
mean_axis_p_ratio,hessian_gap_6_5,0.0005281880371981452,0.0003359646890811312,0.9954587846914672
initial_axis_p_ratio,node_count,0.12447132970687316,0.014775947327409701,0.9954019558436302
initial_axis_p_ratio,edge_count,0.6072690607008062,0.07665293021072699,0.9954019558436302
initial_axis_p_ratio,edge_density,0.06059507656375063,0.007265450718381756,0.9954019558436302
initial_axis_p_ratio,mean_degree,0.00041130811677355734,0.0002555875039237176,0.9954019558436302
initial_axis_p_ratio,std_degree,0.0005941658786655138,0.0002944305468210682,0.9954019558436302
initial_axis_p_ratio,max_degree,0.0008203198074116784,0.0003554724612782457,0.9954019558436302
initial_axis_p_ratio,min_degree,0.0014741962616256557,0.0004517816319913693,0.9954019558436302
initial_axis_p_ratio,x_span0,0.15317612097697642,0.0206551247626916,0.9954019558436302
initial_axis_p_ratio,y_span0,0.41347455810746125,0.047695814342327364,0.9954019558436302
initial_axis_p_ratio,aspect_ratio0,4.931231010898796e-05,7.258849196807632e-05,0.9954019558436302
initial_axis_p_ratio,x_center0,0.001365536848383557,0.0004497327336186242,0.9954019558436302
initial_axis_p_ratio,y_center0,0.0034799430974749653,0.0008077094694330665,0.9954019558436302
initial_axis_p_ratio,edge_len_mean,0.0952011405386402,0.011482505507556728,0.9954019558436302
initial_axis_p_ratio,edge_len_std,0.3764730986467447,0.04285065721347213,0.9954019558436302
initial_axis_p_ratio,edge_len_min,0.0009662183218072498,0.0003858317690828896,0.9954019558436302
initial_axis_p_ratio,edge_len_max,0.00018404180376582286,0.00015504082332663065,0.9954019558436302
initial_axis_p_ratio,stiffness_mean,0.10438738398413087,0.01258079474425254,0.9954019558436302
initial_axis_p_ratio,stiffness_std,0.7775473943910362,0.08838069225516589,0.9954019558436302
initial_axis_p_ratio,stiffness_min,0.03254495091119383,0.004482691696983284,0.9954019558436302
initial_axis_p_ratio,stiffness_max,0.037306439721679394,0.004814175483884447,0.9954019558436302
initial_axis_p_ratio,left_mean_degree,0.00027726910083870427,0.00017584651335367504,0.9954019558436302
initial_axis_p_ratio,right_mean_degree,2.352862178803928e-05,4.357069767231105e-05,0.9954019558436302
initial_axis_p_ratio,top_mean_degree,0.001294800391266008,0.00038982451955617444,0.9954019558436302
initial_axis_p_ratio,bottom_mean_degree,0.00034830664547074456,0.00018529882333604135,0.9954019558436302
initial_axis_p_ratio,left_right_degree_asymmetry,0.00010704323986845366,0.00013480462145074593,0.9954019558436302
initial_axis_p_ratio,top_bottom_degree_asymmetry,0.00015240635934178263,0.0001391487172883308,0.9954019558436302
initial_axis_p_ratio,hessian_lambda1,0.0008928171718869997,0.000318014374318283,0.9954019558436302
initial_axis_p_ratio,hessian_lambda2,0.0,0.0,0.9954019558436302
initial_axis_p_ratio,hessian_lambda3,0.0001642173055512189,0.00014633737288396274,0.9954019558436302
initial_axis_p_ratio,hessian_lambda4,0.012765659193597298,0.002421478795462505,0.9954019558436302
initial_axis_p_ratio,hessian_lambda5,0.0002527107165084472,0.000169998436067176,0.9954019558436302
initial_axis_p_ratio,hessian_lambda6,0.0003813717815950837,0.00027312139389331583,0.9954019558436302
initial_axis_p_ratio,hessian_lambda7,0.0007316695094177212,0.00030126585674450547,0.9954019558436302
initial_axis_p_ratio,hessian_lambda8,0.17424793481433748,0.022751291889279105,0.9954019558436302
initial_axis_p_ratio,hessian_lambda9,0.0022750364691056005,0.0006523662304988759,0.9954019558436302
initial_axis_p_ratio,hessian_lambda10,0.09680572205144727,0.011596763462213895,0.9954019558436302
initial_axis_p_ratio,hessian_lambda11,0.06770203624514273,0.00809452981305296,0.9954019558436302
initial_axis_p_ratio,hessian_lambda12,0.33542956230501797,0.04099512540584497,0.9954019558436302
initial_axis_p_ratio,hessian_mode5_participation,0.00180221381992219,0.0005494822238761496,0.9954019558436302
initial_axis_p_ratio,hessian_mode5_x_fraction,6.835067549011486e-05,7.994973972434542e-05,0.9954019558436302
initial_axis_p_ratio,hessian_mode6_participation,0.0060594041387471076,0.0011639659820005671,0.9954019558436302
initial_axis_p_ratio,hessian_mode6_x_fraction,0.0021867706649516625,0.0005892885263867516,0.9954019558436302
initial_axis_p_ratio,hessian_gap_6_5,0.00038798300800726857,0.00022587605773763202,0.9954019558436302
final_axis_p_ratio,node_count,0.5046248564100212,0.05780133833256421,0.9931871434821683
final_axis_p_ratio,edge_count,1.1150629198433106,0.13350957764021684,0.9931871434821683
final_axis_p_ratio,edge_density,0.28245133347010937,0.029404347294287415,0.9931871434821683
final_axis_p_ratio,mean_degree,0.012255335941251406,0.0024829450248475718,0.9931871434821683
final_axis_p_ratio,std_degree,0.004866117791812454,0.0011919053050045254,0.9931871434821683
final_axis_p_ratio,max_degree,0.0013584479585323393,0.0005576901051057712,0.9931871434821683
final_axis_p_ratio,min_degree,0.0036997763435924367,0.0009895966575733037,0.9931871434821683
final_axis_p_ratio,x_span0,0.33370771654047665,0.046173645201303,0.9931871434821683
final_axis_p_ratio,y_span0,1.3045568114979165,0.1488693773843178,0.9931871434821683
final_axis_p_ratio,aspect_ratio0,-1.9116875703957764e-07,9.887722389064788e-06,0.9931871434821683
final_axis_p_ratio,x_center0,0.0002280326266692431,0.000222316887693255,0.9931871434821683
final_axis_p_ratio,y_center0,0.0031953052034489043,0.0007722801760814844,0.9931871434821683
final_axis_p_ratio,edge_len_mean,0.25834680358228534,0.033233795803849574,0.9931871434821683
final_axis_p_ratio,edge_len_std,0.6466451533870384,0.07383969025665141,0.9931871434821683
final_axis_p_ratio,edge_len_min,0.04464233537545878,0.00651523921622208,0.9931871434821683
final_axis_p_ratio,edge_len_max,0.00037080908079430077,0.00025070896121151347,0.9931871434821683
final_axis_p_ratio,stiffness_mean,0.12136707408732292,0.015336186623247644,0.9931871434821683
final_axis_p_ratio,stiffness_std,1.0256123588077162,0.10858919634954545,0.9931871434821683
final_axis_p_ratio,stiffness_min,0.011470739692274187,0.0017772474682276422,0.9931871434821683
final_axis_p_ratio,stiffness_max,0.039663320285280794,0.006094539451838508,0.9931871434821683
final_axis_p_ratio,left_mean_degree,0.0016797609478482072,0.0005749239449124524,0.9931871434821683
final_axis_p_ratio,right_mean_degree,0.0009124863442493488,0.0003732810805202136,0.9931871434821683
final_axis_p_ratio,top_mean_degree,0.006474028556003488,0.0012406015281812006,0.9931871434821683
final_axis_p_ratio,bottom_mean_degree,0.002093540472974151,0.0007782456547439772,0.9931871434821683
final_axis_p_ratio,left_right_degree_asymmetry,0.0001342403133036709,0.0001587625827869811,0.9931871434821683
