split,sim_idx,source,target_index,pred_p_ratio,true_p_ratio,final_pos_mse,initial_to_target_mse,pred_to_initial_mse,movement_fraction_mse,latent_total_displacement,latent_mean_step
test,97,Reid,80,-0.20037421455458893,-0.03732600288366954,6.553569983225316e-05,0.0003071686369366944,0.00021029301569797099,0.6846174720022316,3.4734442234039307,0.04342852295376361
test,98,Reid,80,0.1871380357473681,0.28123044627898997,1.996169339690823e-05,0.0002779675996862352,0.00017043451953213662,0.6131452720551605,2.852043628692627,0.03608103492297232
test,99,Reid,80,0.19466374156070881,-0.34182992720979694,0.0001160842293757014,0.00034523403155617416,0.00018995751452166587,0.5502282427529375,2.85494327545166,0.03612236618064344
test,100,Reid,80,-0.47263046659079827,-0.47936733314674623,8.494051144225523e-05,0.00039818676305003464,0.0002054091455647722,0.5158613108868244,4.164505958557129,0.05214306456036866
test,101,Reid,80,-0.2707765386204048,-0.2115292965130133,9.723068069433793e-05,0.00035828942782245576,0.00026549893664196134,0.7410180597724051,3.5420145988464355,0.044344959501177075
test,102,Reid,80,-0.41628771628771627,-0.12256240500785698,8.703567436896265e-05,0.000333810574375093,0.0002662892220541835,0.7977255440535033,3.9463212490081787,0.04942293870262802
test,103,Reid,80,-0.4714687182349072,-0.6402884641901768,0.0001116017228923738,0.0004007128591183573,0.00012491640518419445,0.3117354543076899,4.0183186531066895,0.0503832786809653
test,104,Reid,80,-0.31831541143213876,0.14408101225843384,6.854297680547461e-05,0.00029602175345644355,0.00025772396475076675,0.8706250866414387,3.722942590713501,0.04657227694988251
test,105,Reid,80,-0.3617898752448706,-0.22168530351437699,9.548562957206741e-05,0.00035242343437857926,0.00023903234978206456,0.6782532784845742,3.8033604621887207,0.04759104982949793
test,106,Reid,80,-0.4682589378894952,-0.6849366476694484,0.00014773973089177161,0.0004684336599893868,0.00012990889081265777,0.27732612301088927,4.024904727935791,0.05045300126075745
test,107,Reid,80,0.12752608435857757,0.36029139563170975,2.4597598894615658e-05,0.0003019853902515024,0.0001903268857859075,0.6302519655914401,2.8743836879730225,0.03622080287896097
test,108,Reid,80,-0.13268521742235553,-0.06338247648987777,6.010044307913631e-05,0.00030131806852295995,0.00013479408517014235,0.447348165448204,3.2582056522369385,0.04073337144218385
test,109,Reid,80,0.29537904705240714,-0.31418945389015124,0.00018181400082539767,0.00033821933902800083,6.886584014864638e-05,0.20361295822574194,2.850832939147949,0.03655378087423742
test,110,Reid,80,-0.07910976098022891,0.3624201090670347,5.404507101047784e-05,0.0002910719776991755,0.00028740474954247475,0.987400957709193,3.176284074783325,0.03975292737595737
test,111,Reid,80,-0.010415810103335801,-0.48120800814387515,0.000203921998036094,0.00036271923454478383,4.6643348468933254e-05,0.1285935346866044,2.868593692779541,0.03607023311778903
test,112,Reid,80,0.4179082782178937,-0.13289005305930554,0.00013403399498201907,0.0002887806622311473,7.940873183542863e-05,0.2749793951641675,3.141061544418335,0.039960294310003516
test,113,Reid,80,-0.5358682110508771,-0.5202831593690388,0.00010185235441895202,0.00044575214269571006,0.0001988536969292909,0.4461082244646374,4.351294040679932,0.054535427549853924
